manufacturer,type,class,buzzwords1,buzzwords2,buzzwords3,B1_x,B1_y,H1_x,H1_y,A_x,A_y,B_x,B_y,C_x,C_y,D_x,D_y,E_x,E_y,E1_x,E1_y,F1_x,F1_y,G_x,G_y,H_x,H_y,I_x,I_y,H2_x,H2_y,B4_x,B4_y,J_x,J_y,B3_x,B3_y,B2_x,B2_y,S1_x,S1_y,SRP1_x,SRP1_y,S2_x,S2_y,SRP2_x,SRP2_y,drag_coeff
Lexus,Limousine,GKL,Modern,Praktisch,Nachhaltig,-393.0,-254.0,-857.0,-211.0,-939.0,-155.0,-889.0,406.0,596.0,663.0,1454.0,1004.0,2332.0,1071.0,2859.0,1047.0,3124.0,1012.0,3840.0,753.0,4298.0,670.0,4350.0,254.0,4209.0,-82.0,3685.0,-194.0,3261.0,0.0,2898.0,-239.0,404.0,-239.0,785.0,-22.0,1633.0,230.0,2138.0,-89.0,2725.0,216.0,0.22083972
Lexus,SAC,MKL,Nachhaltig,Futuristisch,Elegant,-440.0,-200.0,-687.0,-190.0,-811.0,-98.0,-712.0,493.0,491.0,751.0,1366.0,1094.0,2495.0,1213.0,2860.0,1190.0,3091.0,1134.0,3938.0,878.0,4060.0,867.0,4039.0,119.0,3974.0,50.0,3599.0,-88.0,2950.0,0.0,2662.0,-145.0,443.0,-188.0,792.0,67.0,1570.0,394.0,1850.0,69.0,2555.0,409.0,0.2724799
Lincoln,SUV/SAV,MKL,Außergewöhnlich,Maskulin,Nachhaltig,-446.0,-161.0,-733.0,-80.0,-739.0,56.0,-585.0,495.0,379.0,694.0,1268.0,1119.0,1824.0,1188.0,2991.0,1132.0,3529.0,983.0,3914.0,704.0,4040.0,613.0,3991.0,218.0,3870.0,-10.0,3415.0,-120.0,2968.0,0.0,2526.0,-139.0,446.0,-155.0,625.0,63.0,1391.0,399.0,1704.0,66.0,2338.0,415.0,0.23668325
Lincoln,Coupe,GKL,Futuristisch,Außergewöhnlich,Highclass,-232.0,-307.0,-520.0,-264.0,-670.0,-202.0,-632.0,150.0,406.0,460.0,1255.0,679.0,1939.0,732.0,2802.0,687.0,3096.0,632.0,4118.0,359.0,4019.0,159.0,4026.0,-15.0,3813.0,-145.0,3189.0,-308.0,2950.0,0.0,2711.0,-309.0,229.0,-312.0,559.0,-102.0,1435.0,159.0,1946.0,-139.0,2414.0,152.0,0.27534845
Lincoln,Limousine,MKL,Praktisch,Modern,Highclass,-362.0,-154.0,-748.0,-109.0,-751.0,224.0,-721.0,312.0,361.0,562.0,1032.0,888.0,1604.0,953.0,2145.0,913.0,2414.0,856.0,3025.0,649.0,3413.0,547.0,3444.0,150.0,3433.0,-38.0,2955.0,-125.0,2588.0,0.0,2230.0,-153.0,350.0,-168.0,439.0,-96.0,1281.0,163.0,1614.0,-123.0,2058.0,180.0,0.22482257
Mazda,Coupe,UKL,Modern,Aerodynamisch,Elegant,-368.0,-232.0,-698.0,-195.0,-694.0,-26.0,-788.0,268.0,844.0,601.0,1622.0,886.0,2198.0,943.0,2838.0,882.0,3028.0,843.0,3604.0,659.0,3982.0,574.0,4011.0,383.0,3959.0,40.0,3416.0,-182.0,3000.0,0.0,2630.0,-212.0,374.0,-241.0,878.0,-92.0,1734.0,144.0,1972.0,-159.0,2604.0,141.0,0.24114811
Mercedes-Benz,Coupe,MKL,Futuristisch,Sportlich,Nachhaltig,-339.0,-251.0,-689.0,-123.0,-644.0,233.0,-368.0,466.0,622.0,605.0,1282.0,876.0,1857.0,943.0,2232.0,917.0,2487.0,881.0,3472.0,666.0,4087.0,525.0,4060.0,36.0,4007.0,-98.0,3641.0,-201.0,3241.0,0.0,2836.0,-233.0,402.0,-269.0,719.0,-139.0,1561.0,133.0,1957.0,-186.0,2594.0,130.0,0.22516799
Mercedes-Benz,SAC,UKL,Futuristisch,Nachhaltig,Elegant,-422.0,-167.0,-759.0,-51.0,-757.0,318.0,-718.0,434.0,326.0,760.0,1091.0,1091.0,1990.0,1215.0,2771.0,1152.0,3237.0,1032.0,3584.0,787.0,3649.0,718.0,3733.0,340.0,3712.0,65.0,3522.0,-88.0,3089.0,0.0,2632.0,-168.0,444.0,-195.0,794.0,-12.0,1581.0,314.0,1864.0,1.0,2545.0,329.0,0.2832355
Mercedes-Benz,SUV/SAV,GKL+,Maskulin,Nachhaltig,Highclass,-517.0,57.0,-700.0,84.0,-765.0,310.0,-566.0,745.0,648.0,921.0,1019.0,1454.0,2044.0,1573.0,3369.0,1541.0,3494.0,1425.0,3589.0,930.0,3625.0,798.0,3728.0,262.0,3660.0,77.0,3459.0,40.0,2955.0,0.0,2386.0,-56.0,586.0,-38.0,756.0,190.0,1531.0,530.0,1840.0,193.0,2477.0,545.0,0.3592466
Mercedes-Benz,Van/Minivan,UKL,Praktisch,Groß,Nachhaltig,-362.0,-163.0,-689.0,-51.0,-702.0,300.0,-663.0,492.0,146.0,785.0,756.0,1157.0,2290.0,1419.0,3414.0,1390.0,3590.0,1308.0,3701.0,947.0,3731.0,831.0,3787.0,270.0,3777.0,39.0,3482.0,-96.0,3095.0,0.0,2683.0,-129.0,427.0,-156.0,529.0,32.0,1294.0,367.0,1546.0,36.0,2176.0,391.0,0.2899186
Mercedes-Benz,Coupe,GKL,Futuristisch,Außergewöhnlich,Elegant,-414.0,-210.0,-627.0,-180.0,-674.0,281.0,-516.0,414.0,808.0,633.0,1521.0,930.0,2155.0,1008.0,2895.0,972.0,3159.0,904.0,3720.0,734.0,4363.0,536.0,4317.0,179.0,4289.0,-10.0,3663.0,-182.0,2975.0,0.0,2821.0,-214.0,408.0,-239.0,961.0,-57.0,1799.0,193.0,2121.0,-125.0,2704.0,180.0,0.17085859
Mercedes-Benz,Limousine,GKL,Modern,Nachhaltig,Elegant,-505.0,-279.0,-816.0,-173.0,-818.0,92.0,-761.0,350.0,155.0,696.0,1153.0,1035.0,2163.0,1152.0,2768.0,1094.0,2999.0,1037.0,3885.0,747.0,4161.0,685.0,4378.0,98.0,4208.0,-144.0,3865.0,-225.0,3408.0,0.0,2960.0,-234.0,356.0,-267.0,759.0,-5.0,1584.0,265.0,2008.0,-39.0,2637.0,261.0,0.247287
Mercedes-Benz,Coupe,GKL+,Nachhaltig,Modern,Außergewöhnlich,-405.0,-252.0,-720.0,-170.0,-687.0,173.0,-576.0,321.0,597.0,584.0,1260.0,933.0,1884.0,1017.0,2383.0,978.0,2727.0,918.0,3508.0,700.0,4246.0,495.0,4122.0,74.0,4155.0,-84.0,3471.0,-195.0,2800.0,0.0,2609.0,-247.0,443.0,-256.0,723.0,-14.0,1553.0,244.0,1813.0,-56.0,2419.0,251.0,0.17395008
MINI,Hatchback,UKL,Klein,Feminin,Modern,-417.0,-129.0,-774.0,-50.0,-775.0,227.0,-692.0,474.0,403.0,783.0,914.0,1185.0,1708.0,1286.0,2559.0,1257.0,2918.0,1144.0,3163.0,839.0,3202.0,818.0,3417.0,279.0,3389.0,-15.0,3287.0,-49.0,2883.0,0.0,2453.0,-123.0,460.0,-161.0,714.0,135.0,1644.0,309.0,1844.0,87.0,2386.0,369.0,0.34165674
Nissan,SUV/SAV,UKL,Modern,Nachhaltig,Praktisch,-449.0,-114.0,-772.0,-91.0,-821.0,121.0,-707.0,633.0,305.0,861.0,1164.0,1254.0,1916.0,1338.0,3005.0,1258.0,3322.0,1159.0,3840.0,914.0,3924.0,901.0,3972.0,248.0,3928.0,44.0,3510.0,-96.0,3034.0,0.0,2548.0,-138.0,484.0,-140.0,592.0,197.0,1451.0,431.0,1691.0,126.0,2330.0,425.0,0.2615221
Nissan,SAC,UKL,Modern,Praktisch,Elegant,-430.0,-125.0,-769.0,-10.0,-790.0,173.0,-690.0,574.0,155.0,804.0,1294.0,1242.0,1946.0,1291.0,2500.0,1264.0,2804.0,1215.0,3450.0,1026.0,3765.0,914.0,3790.0,511.0,3765.0,131.0,3458.0,-46.0,3022.0,0.0,2542.0,-135.0,454.0,-165.0,680.0,162.0,1526.0,396.0,1762.0,92.0,2390.0,391.0,0.23094147
Nissan,SAC,UKL,Modern,Maskulin,Highclass,-441.0,-62.0,-600.0,0.0,-680.0,477.0,-544.0,577.0,611.0,798.0,1221.0,1110.0,1761.0,1173.0,2467.0,1131.0,2795.0,1038.0,3281.0,856.0,3409.0,853.0,3414.0,221.0,3400.0,99.0,3185.0,6.0,2753.0,0.0,2328.0,-143.0,448.0,-99.0,774.0,36.0,1562.0,350.0,1834.0,9.0,2394.0,361.0,0.29429626
Opel,SAC,UKL,Modern,Praktisch,Nachhaltig,-438.0,-98.0,-615.0,-54.0,-662.0,273.0,-644.0,534.0,437.0,761.0,1201.0,1153.0,1765.0,1208.0,2491.0,1166.0,2726.0,1098.0,3159.0,835.0,3293.0,773.0,3386.0,175.0,3326.0,51.0,3241.0,21.0,2625.0,0.0,2339.0,-59.0,450.0,-102.0,706.0,-76.0,1427.0,300.0,1749.0,-2.0,2212.0,379.0,0.2975596
Polestar,Coupe,GKL,Modern,Nachhaltig,Elegant,-376.0,-214.0,-756.0,-167.0,-787.0,126.0,-704.0,276.0,485.0,582.0,1471.0,943.0,1824.0,969.0,2470.0,921.0,2956.0,823.0,3662.0,615.0,3801.0,568.0,3802.0,272.0,3726.0,-46.0,3324.0,-156.0,2944.0,0.0,2553.0,-199.0,373.0,-205.0,683.0,-96.0,1518.0,158.0,1770.0,-133.0,2308.0,156.0,0.26254857
SAIC,SAC,UKL,Modern,Praktisch,Nachhaltig,-411.0,-172.0,-769.0,-114.0,-821.0,326.0,-771.0,385.0,249.0,678.0,1207.0,1159.0,1897.0,1230.0,2491.0,1184.0,2698.0,1141.0,3410.0,938.0,3736.0,853.0,3767.0,361.0,3631.0,26.0,3335.0,-55.0,2918.0,0.0,2471.0,-130.0,426.0,-167.0,728.0,77.0,1476.0,404.0,1784.0,79.0,2407.0,417.0,0.26561317
Renault,Hatchback,UKL,Klein,Modern,Nachhaltig,-385.0,-163.0,-588.0,-51.0,-573.0,251.0,-423.0,547.0,360.0,734.0,1049.0,1125.0,1906.0,1210.0,2531.0,1188.0,2754.0,1072.0,3152.0,727.0,3253.0,570.0,3308.0,338.0,3299.0,39.0,3186.0,-79.0,2745.0,0.0,2319.0,-146.0,430.0,-161.0,522.0,97.0,1405.0,343.0,1674.0,42.0,2145.0,312.0,0.31927812
Renault,Van/Minivan,UKL,Praktisch,Groß,Modern,-394.0,-77.0,-783.0,14.0,-800.0,229.0,-638.0,618.0,101.0,821.0,833.0,1264.0,2153.0,1441.0,2991.0,1426.0,3552.0,1250.0,3662.0,954.0,3716.0,231.0,3788.0,136.0,3773.0,37.0,3446.0,-53.0,3085.0,0.0,2689.0,-60.0,409.0,-99.0,405.0,61.0,1177.0,395.0,1435.0,61.0,2067.0,413.0,0.32237983
Renault,SAC,UKL,Außergewöhnlich,Futuristisch,Nachhaltig,-431.0,-176.0,-763.0,-128.0,-796.0,166.0,-691.0,552.0,535.0,797.0,1479.0,1181.0,1943.0,1212.0,3032.0,1153.0,3256.0,1060.0,3740.0,830.0,3928.0,712.0,3986.0,636.0,3600.0,-17.0,3498.0,-34.0,2930.0,0.0,2602.0,-155.0,434.0,-186.0,632.0,-3.0,1519.0,364.0,1863.0,12.0,2444.0,368.0,0.22767338
Sony,SAC,UKL,Praktisch,Modern,Nachhaltig,-432.0,-184.0,-830.0,-11.0,-835.0,407.0,-629.0,582.0,342.0,805.0,1205.0,1205.0,2289.0,1326.0,2880.0,1297.0,3055.0,1270.0,3857.0,950.0,4013.0,858.0,4056.0,341.0,4012.0,11.0,3622.0,-162.0,3168.0,0.0,2704.0,-195.0,472.0,-208.0,772.0,83.0,1535.0,412.0,2093.0,150.0,2499.0,457.0,0.2689036
Togg,Limousine,UKL,Nachhaltig,Modern,Elegant,-389.0,-191.0,-728.0,-56.0,-710.0,224.0,-671.0,453.0,432.0,744.0,1087.0,1066.0,1839.0,1159.0,2519.0,1102.0,2780.0,1041.0,3582.0,772.0,3812.0,694.0,3859.0,360.0,3861.0,140.0,3304.0,-148.0,2899.0,0.0,2474.0,-175.0,405.0,-182.0,556.0,84.0,1442.0,268.0,1744.0,-15.0,2251.0,265.0,0.21731715
Togg,SUV/SAV,UKL,Praktisch,Modern,Elegant,-460.0,-159.0,-768.0,-50.0,-794.0,183.0,-703.0,624.0,518.0,888.0,1178.0,1237.0,1974.0,1330.0,2878.0,1274.0,3294.0,1138.0,3630.0,874.0,3722.0,807.0,3796.0,295.0,3724.0,-34.0,3397.0,-124.0,2958.0,0.0,2491.0,-180.0,459.0,-198.0,728.0,97.0,1496.0,431.0,1807.0,99.0,2441.0,449.0,0.28061566
Toyota,Hatchback,UKL,Außergewöhnlich,Futuristisch,Elegant,-396.0,-204.0,-842.0,-92.0,-864.0,267.0,-695.0,447.0,-41.0,736.0,1306.0,1134.0,1980.0,1186.0,2678.0,1135.0,2997.0,1050.0,3495.0,809.0,3558.0,782.0,3650.0,119.0,3650.0,-15.0,3216.0,-189.0,2859.0,74.0,2551.0,-231.0,422.0,-199.0,580.0,-25.0,1373.0,293.0,1602.0,-63.0,2230.0,298.0,0.23759
VINFAST,SUV/SAV,KKL,Modern,Praktisch,Groß,-465.0,-38.0,-795.0,-22.0,-783.0,340.0,-701.0,637.0,441.0,917.0,1151.0,1271.0,2001.0,1389.0,3098.0,1311.0,3431.0,1129.0,3771.0,913.0,3876.0,865.0,3935.0,455.0,3935.0,158.0,3546.0,-110.0,2610.0,0.0,2665.0,-155.0,489.0,-163.0,846.0,75.0,1639.0,423.0,1967.0,75.0,2623.0,438.0,0.19175152
VINFAST,SUV/SAV,KKL,Maskulin,Praktisch,Modern,-454.0,-128.0,-786.0,-15.0,-808.0,96.0,-722.0,693.0,503.0,933.0,1205.0,1310.0,2261.0,1415.0,3384.0,1372.0,4009.0,1179.0,4187.0,936.0,4287.0,738.0,4303.0,357.0,4251.0,73.0,3775.0,-94.0,3150.0,0.0,2868.0,-145.0,464.0,-146.0,728.0,124.0,1496.0,457.0,1876.0,126.0,2509.0,478.0,0.21304008
VW,Van/Minivan,KKL,Oldschool,Nachhaltig,Groß,-434.0,-140.0,-713.0,-46.0,-745.0,210.0,-713.0,363.0,-396.0,910.0,335.0,1423.0,1913.0,1600.0,3214.0,1549.0,3595.0,1416.0,3854.0,981.0,3902.0,888.0,3959.0,376.0,3946.0,65.0,3720.0,-93.0,2989.0,0.0,2846.0,-125.0,443.0,-147.0,244.0,302.0,1009.0,630.0,1391.0,302.0,2024.0,652.0,0.25270885
Volvo,SUV/SAV,MKL,Maskulin,Nachhaltig,Praktisch,-414.0,-76.0,-749.0,14.0,-725.0,256.0,-731.0,443.0,397.0,740.0,1275.0,1123.0,2065.0,1219.0,3091.0,1171.0,3900.0,1039.0,4013.0,822.0,4029.0,783.0,4042.0,526.0,4016.0,179.0,3630.0,-25.0,3196.0,0.0,2748.0,-102.0,438.0,-93.0,832.0,42.0,1605.0,376.0,2082.0,42.0,2714.0,394.0,0.27057087
VW,Hatchback,MKL,Außergewöhnlich,Futuristisch,Nachhaltig,-372.0,-196.0,-620.0,-107.0,-625.0,79.0,-607.0,287.0,210.0,569.0,246.0,891.0,1861.0,1129.0,2989.0,1017.0,3218.0,961.0,3313.0,782.0,3177.0,604.0,3562.0,240.0,3534.0,-10.0,3185.0,-186.0,2829.0,0.0,2452.0,-206.0,366.0,-215.0,966.0,-128.0,1380.0,297.0,1761.0,-128.0,2178.0,287.0,0.3089886
WEY,Touring/Kombi,KKL,Außergewöhnlich,Nachhaltig,Futuristisch,-201.0,-226.0,-274.0,-100.0,-303.0,0.0,-232.0,354.0,229.0,537.0,675.0,795.0,1693.0,889.0,2296.0,870.0,2604.0,834.0,2901.0,613.0,2980.0,544.0,3294.0,0.0,3251.0,-166.0,3158.0,-258.0,2995.0,0.0,2591.0,-224.0,372.0,-205.0,432.0,159.0,894.0,286.0,1798.0,126.0,1261.0,288.0,0.30756965
BMW,SUV/SAV,MKL,Praktisch,Maskulin,Hochqualitativ,-443.0,-157.0,-850.0,-4.0,-890.0,248.0,-865.0,546.0,452.0,849.0,1168.0,1285.0,2242.0,1387.0,2806.0,1376.0,3551.0,1232.0,3866.0,917.0,3913.0,856.0,3995.0,185.0,3937.0,18.0,3384.0,-46.0,2933.0,0.0,2492.0,-119.0,442.0,-119.0,821.0,88.0,1585.0,423.0,1874.0,121.0,2448.0,430.0,0.2996614
BMW,Van/Minivan,UKL,Praktisch,Hochqualitativ,Modern,-389.0,-123.0,-778.0,-100.0,-861.0,251.0,-678.0,487.0,103.0,745.0,952.0,1147.0,1782.0,1254.0,2568.0,1254.0,3062.0,1091.0,3398.0,803.0,3426.0,772.0,3493.0,196.0,3452.0,6.0,3069.0,-58.0,2670.0,-2.0,2287.0,-120.0,394.0,-135.0,594.0,-15.0,1379.0,302.0,1618.0,-55.0,2191.0,330.0,0.3286483
BMW,Van/Minivan,UKL,Praktisch,Hochqualitativ,Modern,-388.0,-123.0,-835.0,-86.0,-857.0,181.0,-837.0,372.0,149.0,752.0,951.0,1148.0,1948.0,1256.0,2551.0,1238.0,3061.0,1092.0,3398.0,805.0,3426.0,774.0,3493.0,198.0,3447.0,7.0,3060.0,-57.0,2670.0,0.0,2285.0,-118.0,392.0,-134.0,594.0,-14.0,1379.0,303.0,1618.0,-54.0,2191.0,332.0,0.32258594
BMW,SUV/SAV,UKL,Praktisch,Modern,Sportlich,-414.0,-112.0,-837.0,-61.0,-843.0,182.0,-817.0,474.0,292.0,751.0,1039.0,1185.0,1852.0,1285.0,2529.0,1263.0,3191.0,1095.0,3501.0,845.0,3545.0,805.0,3595.0,217.0,3537.0,24.0,3073.0,-64.0,2670.0,0.0,2265.0,-106.0,413.0,-123.0,594.0,-15.0,1379.0,303.0,1613.0,-54.0,2190.0,332.0,0.31610698
BMW,SUV/SAV,KKL,Praktisch,Modern,Nachhaltig,-443.0,-108.0,-736.0,-45.0,-856.0,236.0,-816.0,535.0,518.0,795.0,1168.0,1207.0,2163.0,1334.0,2785.0,1303.0,3460.0,1131.0,3744.0,867.0,3799.0,837.0,3851.0,193.0,3781.0,12.0,3301.0,-67.0,2864.0,0.0,2432.0,-105.0,432.0,-110.0,796.0,39.0,1584.0,352.0,1848.0,21.0,2408.0,363.0,0.3025039
BMW,SUV/SAV,KKL,Praktisch,Modern,Nachhaltig,-443.0,-109.0,-815.0,-11.0,-857.0,237.0,-818.0,534.0,518.0,795.0,1168.0,1208.0,2105.0,1335.0,2782.0,1304.0,3460.0,1131.0,3744.0,866.0,3799.0,838.0,3852.0,191.0,3781.0,12.0,3301.0,-67.0,2864.0,0.0,2433.0,-105.0,432.0,-110.0,796.0,39.0,1584.0,352.0,1849.0,21.0,2408.0,363.0,0.2939331
BMW,SUV/SAV,KKL,Praktisch,Modern,Nachhaltig,-422.0,-111.0,-698.0,-63.0,-857.0,218.0,-735.0,597.0,519.0,795.0,1169.0,1208.0,2105.0,1335.0,2781.0,1304.0,3459.0,1132.0,3744.0,866.0,3799.0,838.0,3850.0,172.0,3796.0,13.0,3300.0,-65.0,2864.0,0.0,2433.0,-105.0,431.0,-110.0,796.0,39.0,1584.0,352.0,1848.0,21.0,2408.0,363.0,0.31832975
BMW,Hatchback,UKL,Nachhaltig,Praktisch,Klein,-414.0,-127.0,-703.0,-96.0,-712.0,206.0,-604.0,495.0,-64.0,734.0,927.0,1210.0,1548.0,1250.0,2472.0,1200.0,2877.0,1078.0,3182.0,782.0,3218.0,712.0,3298.0,90.0,3257.0,-26.0,2996.0,-76.0,2572.0,0.0,2156.0,-151.0,457.0,-161.0,554.0,52.0,1364.0,342.0,1644.0,49.0,2110.0,341.0,0.30296677
BMW,SUV/SAV,MKL,Highclass,Nachhaltig,Groß,-483.0,-161.0,-739.0,-153.0,-907.0,406.0,-895.0,474.0,336.0,783.0,1216.0,1239.0,2079.0,1324.0,2865.0,1286.0,3580.0,1107.0,3920.0,845.0,4045.0,665.0,4046.0,122.0,4008.0,-38.0,3475.0,-111.0,3000.0,0.0,2533.0,-153.0,478.0,-155.0,765.0,39.0,1556.0,348.0,1839.0,39.0,2466.0,347.0,0.32084423
Renault,SUV/SAV,KKL,Groß,Praktisch,Modern,-406.0,-91.0,-874.0,-61.0,-899.0,242.0,-813.0,582.0,260.0,830.0,999.0,1185.0,1882.0,1285.0,2519.0,1262.0,3113.0,1134.0,3384.0,844.0,3473.0,709.0,3550.0,186.0,3521.0,76.0,3075.0,-12.0,2647.0,0.0,2216.0,-50.0,444.0,-77.0,555.0,13.0,1336.0,339.0,1610.0,3.0,2165.0,334.0,0.35355434
Cadillac,SAC,GKL,Modern,Nachhaltig,Groß,-446.0,-193.0,-735.0,-141.0,-897.0,356.0,-831.0,474.0,388.0,736.0,1237.0,1141.0,2000.0,1230.0,2845.0,1195.0,3520.0,1042.0,3935.0,844.0,4076.0,664.0,4096.0,263.0,3959.0,-51.0,3522.0,-136.0,3094.0,0.0,2668.0,-196.0,459.0,-196.0,797.0,-27.0,1580.0,292.0,1860.0,-12.0,2533.0,310.0,0.28253955
BMW,SUV/SAV,UKL,Praktisch,Modern,Hochqualitativ,-426.0,-110.0,-823.0,-87.0,-837.0,197.0,-721.0,531.0,221.0,729.0,840.0,1149.0,1741.0,1249.0,2579.0,1219.0,3049.0,1079.0,3243.0,817.0,3363.0,684.0,3462.0,161.0,3414.0,-9.0,3085.0,-50.0,2670.0,0.0,2262.0,-117.0,407.0,-138.0,594.0,-26.0,1379.0,291.0,1597.0,-66.0,2191.0,320.0,0.3146286
Audi,Limousine,GKL,Highclass,Modern,Hochqualitativ,-424.0,-214.0,-908.0,-146.0,-996.0,-116.0,-911.0,372.0,401.0,616.0,1150.0,997.0,1932.0,1091.0,2716.0,1025.0,2791.0,1005.0,3512.0,732.0,4033.0,657.0,4134.0,229.0,3943.0,-99.0,3410.0,-166.0,2992.0,0.0,2570.0,-203.0,421.0,-225.0,645.0,-98.0,1486.0,155.0,1802.0,-157.0,2395.0,154.0,0.18858558
BMW,Coupe,UKL,Oldschool,Sportlich,Hochqualitativ,-531.0,-94.0,-733.0,-67.0,-751.0,155.0,-676.0,433.0,489.0,658.0,1156.0,1037.0,1874.0,1127.0,2529.0,1048.0,2551.0,1041.0,3111.0,745.0,3529.0,728.0,3608.0,255.0,3510.0,-15.0,3109.0,-14.0,2660.0,0.0,2245.0,-136.0,434.0,-136.0,679.0,-53.0,1521.0,201.0,1775.0,-87.0,2255.0,211.0,0.2417353
BMW,Convertible,KKL,Oldschool,Sportlich,Hochqualitativ,-366.0,-124.0,-657.0,-77.0,-751.0,158.0,-676.0,433.0,489.0,659.0,1155.0,1036.0,1870.0,1124.0,2485.0,1073.0,2556.0,1061.0,2962.0,820.0,3525.0,714.0,3608.0,258.0,3537.0,-16.0,3065.0,-73.0,2660.0,2.0,2259.0,-133.0,402.0,-134.0,679.0,-53.0,1521.0,201.0,1786.0,-84.0,2236.0,218.0,0.2454564
BMW,Limousine,KKL,Sportlich,Praktisch,Hochqualitativ,-369.0,-117.0,-677.0,-107.0,-761.0,32.0,-776.0,292.0,561.0,666.0,1196.0,1028.0,2021.0,1130.0,2648.0,1064.0,2721.0,1040.0,3346.0,775.0,3749.0,732.0,3847.0,272.0,3785.0,-1.0,3208.0,-88.0,2810.0,0.0,2442.0,-140.0,376.0,-140.0,682.0,-60.0,1532.0,184.0,1812.0,-97.0,2361.0,199.0,0.21953666
BMW,Limousine,MKL,Sportlich,Praktisch,Modern,-409.0,-127.0,-834.0,-79.0,-862.0,168.0,-814.0,399.0,612.0,685.0,1289.0,1064.0,2133.0,1165.0,2971.0,1092.0,2984.0,1086.0,3677.0,795.0,4127.0,738.0,4204.0,149.0,4168.0,8.0,3512.0,-80.0,3105.0,0.0,2719.0,-122.0,400.0,-141.0,779.0,-44.0,1620.0,213.0,1888.0,-79.0,2574.0,233.0,0.19977854
BMW,Coupe,GKL,Modern,Sportlich,Highclass,-410.0,-212.0,-985.0,-136.0,-965.0,261.0,-926.0,363.0,559.0,643.0,1326.0,1039.0,2041.0,1116.0,2844.0,1046.0,3057.0,1004.0,3655.0,747.0,4142.0,684.0,4158.0,201.0,4148.0,-22.0,3506.0,-145.0,3058.0,4.0,2641.0,-187.0,428.0,-204.0,771.0,-50.0,1627.0,187.0,1946.0,-58.0,2541.0,212.0,0.20920822
Toyota,Limousine,UKL,Praktisch,Hochqualitativ,Modern,-428.0,-90.0,-875.0,-58.0,-934.0,134.0,-769.0,503.0,143.0,687.0,934.0,1098.0,1715.0,1176.0,2352.0,1127.0,2417.0,1109.0,3095.0,806.0,3457.0,775.0,3602.0,206.0,3586.0,56.0,2990.0,-45.0,2605.0,0.0,2203.0,-83.0,516.0,-91.0,533.0,-22.0,1305.0,255.0,1637.0,-60.0,2124.0,307.0,0.22688884
Mercedes-Benz,Limousine,MKL,Modern,Elegant,Highclass,-393.0,-114.0,-841.0,-38.0,-841.0,189.0,-760.0,454.0,522.0,693.0,1222.0,1077.0,2120.0,1164.0,2838.0,1121.0,2930.0,1097.0,3587.0,788.0,4031.0,752.0,4166.0,191.0,4109.0,34.0,3416.0,-71.0,3014.0,0.0,2645.0,-123.0,490.0,-117.0,712.0,-40.0,1540.0,231.0,1983.0,-74.0,2533.0,243.0,0.19804093
BMW,Coupe,GKL,Oldschool,Sportlich,Aerodynamisch,-503.0,-121.0,-671.0,-47.0,-1033.0,199.0,-1046.0,285.0,423.0,612.0,1143.0,995.0,1763.0,1048.0,2532.0,948.0,2444.0,977.0,3225.0,698.0,3645.0,637.0,3733.0,254.0,3703.0,87.0,3072.0,-67.0,2684.0,0.0,2288.0,-125.0,361.0,-129.0,651.0,-32.0,1536.0,176.0,1776.0,-90.0,2206.0,196.0,0.18857738
BMW,SAC,KKL,Sportlich,Modern,Maskulin,-421.0,-112.0,-794.0,-25.0,-861.0,243.0,-830.0,515.0,520.0,795.0,1179.0,1185.0,1906.0,1285.0,2721.0,1225.0,3159.0,1118.0,3666.0,895.0,3855.0,834.0,3890.0,394.0,3831.0,16.0,3296.0,-56.0,2864.0,0.0,2435.0,-104.0,432.0,-110.0,787.0,38.0,1590.0,335.0,1854.0,20.0,2400.0,340.0,0.23968914
BMW,SAC,KKL,Sportlich,Modern,Maskulin,-427.0,-111.0,-734.0,-54.0,-857.0,225.0,-811.0,541.0,520.0,795.0,1179.0,1185.0,1910.0,1284.0,2759.0,1219.0,3159.0,1125.0,3674.0,891.0,3826.0,873.0,3893.0,375.0,3831.0,12.0,3298.0,-65.0,2864.0,0.0,2435.0,-104.0,431.0,-110.0,787.0,38.0,1590.0,335.0,1854.0,20.0,2400.0,340.0,0.24604575
Alfa,SUV/SAV,KKL,Praktisch,Groß,Hochqualitativ,-433.0,-70.0,-804.0,-4.0,-860.0,414.0,-837.0,572.0,315.0,882.0,1064.0,1233.0,1792.0,1332.0,2496.0,1289.0,3087.0,1121.0,3524.0,848.0,3644.0,738.0,3650.0,182.0,3509.0,-21.0,3192.0,-74.0,2781.0,0.0,2346.0,-66.0,426.0,-66.0,546.0,206.0,1402.0,480.0,1711.0,183.0,2197.0,501.0,0.30400595
Bugatti,Coupe,GKL+,Highclass,Modern,Elegant,-438.0,-182.0,-767.0,-79.0,-786.0,56.0,-712.0,580.0,813.0,812.0,1467.0,1148.0,2318.0,1262.0,3054.0,1215.0,3371.0,1157.0,4085.0,939.0,4427.0,769.0,4540.0,403.0,4521.0,184.0,3936.0,-105.0,3472.0,0.0,2998.0,-143.0,468.0,-178.0,1046.0,93.0,1873.0,358.0,2444.0,48.0,3075.0,358.0,0.27285773
