B1_x,B1_y,H1_x,H1_y,A_x,A_y,B_x,B_y,C_x,C_y,D_x,D_y,E_x,E_y,E1_x,E1_y,F1_x,F1_y,G_x,G_y,H_x,H_y,I_x,I_y,H2_x,H2_y,B4_x,B4_y,J_x,J_y,B3_x,B3_y,B2_x,B2_y,S1_x,S1_y,SRP1_x,SRP1_y,S2_x,S2_y,SRP2_x,SRP2_y,manufacturer,type,class,buzzwords,drag_coeff
-432.084089425428,-132.052158767499,-901.246831163513,-72.408891724818,-915.954964093316,255.847616476689,-904.879540693562,380.994614063236,345.540750269139,676.580579028302,1010.116799058768,1035.635417807394,1810.861858469831,1138.4441451049222,2520.410664403804,1075.711022378346,2604.641030765428,1054.2296671591168,3154.187551622189,808.660164096298,3561.201929379548,752.4603175190771,3633.175830490981,180.348280219434,3611.614779452781,66.279944831202,3174.651469150884,-68.00157042923901,2728.939004050914,5.990533367493,2298.212570150888,-130.42490604287698,427.9737520473871,-144.82023521676498,581.008510737311,-44.609385960526,1425.1325254570258,210.16122726833,1718.60564173481,-81.414586987037,2223.225093085116,231.117615646103,0,0,0,2;3;4;5;6,0.2280350270209332
-418.049383932715,-143.817276987994,-697.16027903361,-134.708167131296,-880.887283681571,-46.434561245995,-804.041469372985,373.414934726929,185.541689847727,595.3606084015989,952.770111704616,1007.017690519496,1713.24536131644,1099.591592326092,2357.770519367123,1061.011041134502,2595.88806144808,988.743039145447,2959.6647912981343,800.086490656419,3282.6548659093883,706.750736626698,3355.987506639857,243.088774836963,3171.367677714935,-74.740599212209,3012.742343887136,-85.535230671677,2579.0,0.0,2150.553349098699,-109.005338851898,423.191443548232,-127.89721918136802,490.88676210620304,-65.33565112338701,1325.796040073041,191.848241052918,1600.4374426336728,-98.788516510439,2073.095203909157,211.300135959385,0,1,2,1;3;4;9;13,0.1984468609645979
-427.313616314701,-148.788344447636,-749.904846501168,-129.38432426648998,-859.786121312047,-28.81401399448,-769.2754182102201,385.071797231148,435.942519541318,649.073687300464,1090.909959473259,999.47891211546,1800.055300671979,1073.236991797642,2488.25341185518,1024.8263913068122,2615.327762239366,971.806410023554,3057.922684994951,730.9211901246599,3609.793393125584,696.1952310419191,3766.249441493872,256.706708011763,3607.713720088815,-54.405006160426,3194.842729330741,-90.999931118566,2751.615166574047,0.01779102486,2329.918109234587,-164.01418745085,421.697863604146,-164.029905697453,636.957909208402,-69.739284123343,1491.441690014405,168.953138266382,1768.381462713352,-116.402197485302,2239.270624768253,196.269479940311,1,3,2,1;3;4;5;6;8;10;13;14,0.2165556370501339
-450.339695874348,-171.339389208752,-769.080243246715,-155.20508701635,-877.000000004674,58.602986100802,-820.43181186335,316.867057399663,429.636836527941,610.1845197305879,1154.2850001067332,968.8580274837408,1730.334802895307,1034.600000001364,2515.8886656945,963.485259320821,2613.575752662329,932.7915530826308,3291.818685243064,710.8155268506861,3659.25609059202,672.436597108521,3796.000000004673,71.676636576039,3610.506535229121,-60.452098669536,3234.347691971486,-119.774892247473,2767.639,0.0,2334.24273444832,-210.548581046007,433.38778776791895,-210.566030945778,636.48820555918,-92.067648610539,1488.592588171598,145.105457945826,1771.3852562990048,-141.00213036677002,2249.510085287501,143.048239531574,0,1,1,0;1;3;4;6;8;9;10;14,0.2302650803963223
-432.059522104767,-158.92317306256402,-873.22730455582,-101.680098581692,-936.177632317476,86.712547790095,-843.296386931172,363.376887611481,437.620946831116,653.484215392671,1148.561013699642,1011.734736984924,1831.7096052179488,1093.384236910291,2689.702922759518,1019.648763222677,2897.969453448495,979.846889687053,3674.177202504179,718.4991268594259,3959.532257299766,619.295105704043,4032.511686326272,235.49589050216,3975.710453871488,-9.181883319995,3364.150174630076,-98.270692740032,2914.398493255133,-0.008641682239,2476.492888506312,-142.032185178529,437.903484748932,-142.030079991582,639.454666478185,-60.985722176534,1490.660819379762,179.245900366671,1775.4406044741,-106.175189216997,2341.263685086795,185.308226221526,0,0,1,0;2;4;5;6,0.1640228720085978
-492.165956159552,-197.821327030322,-898.119865125972,-169.87092832387398,-988.000000005173,-124.941702306922,-935.7128172290768,346.47117986707,402.63978785441,614.530754314516,1132.189349050634,996.364366900374,1943.711329774684,1102.4190437821678,2755.8869559392856,1026.490224446336,2838.615416611061,1002.518868754776,3542.23654868852,742.042414311184,4062.275279324945,667.4689788846559,4183.66648983036,124.705087468852,4061.966170232912,-101.730581116023,3500.102409428318,-168.073113429558,2996.999999999999,0.0,2523.7333654772992,-239.539763876567,473.26676418791504,-239.53950769253905,643.81067828453,-105.049440841526,1482.193948827891,151.244917438811,1780.190338898552,-153.511015541077,2426.367349053322,154.320531812838,3,4,3,0;3;6;7;8,0.195453936889797
-468.426051040752,-207.34263563671087,-908.451349919748,-146.328296453848,-995.632127101566,-115.656471886558,-910.906664960232,371.567452360524,401.44340739925,616.4579135531319,1149.5682250959248,996.738808932082,1932.298871585683,1091.100000001449,2716.29540945406,1025.2242401380688,2790.659319768558,1004.614353634438,3512.0433412555058,731.732468777701,4033.251651586788,657.043583797398,4134.000000005132,229.2296256339229,3942.782721941982,-98.571293654486,3479.6231231647293,-156.963765250092,2992.0,0.0,2521.8106441742657,-203.312329962038,460.421444768448,-224.557402558333,645.168818681694,-98.301986457183,1485.7888221475491,155.22384262455998,1802.2665939447857,-157.41583014360398,2395.359299053403,154.364303698872,0,0,3,0;2;3;4;5;6;7;8;10;14,0.1982122619757693
-442.362180769167,-111.869333052447,-656.80243592029,-77.202151715868,-751.002369476809,158.118950975405,-676.329157817116,433.015364173269,489.082858661634,659.2020029264249,1154.962249383717,1035.543415304008,1869.874839261093,1124.180874566533,2484.669683812085,1073.460369129206,2555.9786042290843,1061.459530553532,2962.3212805612643,820.175596149924,3525.212117015903,714.183714896525,3608.411551687257,258.19930699354995,3536.93119572899,-15.930610299476,3110.927549710538,-67.480693501535,2659.957747113675,1.983569239809,2224.027319746631,-132.789236429718,436.122563942109,-134.149751669594,678.716345506861,-52.739395526059006,1520.9191873909,200.584005816672,1786.028599997196,-84.314220480973,2235.912607151706,217.858544848069,25,3,0,1;3;8;9;13,0.2949331241880594
-453.274705900456,-133.566626058294,-676.269409736089,-111.204278881415,-832.645504032054,293.285963732038,-722.38882502126,467.419316735565,612.753559579732,674.8119615752059,1292.267501765479,1049.940273705704,2096.312978923224,1151.3883806783022,2810.823716440358,1078.252635883439,2842.376422845424,1065.788814324236,3525.238449223524,783.0523125365511,3971.9676925814447,741.043786669635,4065.874582789383,280.243500302952,4038.8449990426257,4.475420702977,3434.506145510326,-75.386308427591,2968.0166631262387,0.01638005741,2513.840239939428,-130.45116083677598,446.8640730076,-153.657095055188,782.550398053316,-51.623735609661,1622.3883010898542,203.927919860897,1899.463735019872,-87.23198118053301,2468.38439993432,206.497110383898,0,3,0,12;14,0.2256871059660037
-433.471644123093,-134.23960556558902,-620.700236120852,-113.424985324279,-780.146739246154,289.77897197757704,-658.133915710458,461.136280892097,485.111350366975,676.881439625702,1164.128563491142,1036.015796893604,1879.0534563511928,1126.850160972718,2547.438529862545,1036.136411535206,2555.839660074691,1033.008069673682,3141.362617070872,768.851916097092,3548.2952495553272,729.233783796785,3651.275955314273,295.42593683801897,3587.638358845735,-13.202866838886,3138.017745504188,-71.821877451733,2689.957009665839,0.00788630383,2259.909059482634,-144.825461045481,430.052479023993,-144.819899345706,683.59921310952,-48.365199363669,1528.65050724617,202.700342715309,1802.892243352655,-89.573624126905,2286.5184277485923,209.034381253108,0,0,3,2;12,0.2200095413859934
-433.878985444259,-134.188678799314,-707.903416968919,-103.579631218741,-780.119689870301,293.19364685351803,-749.893093832525,396.660966985095,482.852661731121,677.600894229163,1165.364503206517,1037.2753228807542,1893.235962040047,1126.956934264493,2517.628461294878,1045.224536674831,2558.460672650686,1027.6219030329362,3141.636103624408,768.901535422554,3548.188471433124,729.408675001892,3651.613153816392,295.461668350965,3587.665143763242,-14.202571661986,3138.425235835696,-72.47218405742,2690.091355345528,0.014415619151,2259.65982136326,-144.851971378372,430.44054929909896,-144.839597649036,685.744357705256,-50.838290592536,1530.8694541216462,200.238937888267,1801.251202746932,-87.44654162241899,2284.916349144726,211.187486557852,0,1,3,2;3;6;7;8;9;13,0.22817677683247
-437.467902511984,-116.626955484332,-677.5941780397941,-104.854801839032,-779.966563376292,301.491034111789,-641.89433333838,468.408964136845,443.755603071943,673.089376145452,1164.866939801864,1033.459063539878,1898.510466112226,1121.7753628682522,2564.7134345618897,1059.823007030982,2701.556851792368,977.031609724553,3031.4551058911848,770.44235271977,3548.286663159248,729.518989468295,3651.4356587591046,289.691047691395,3587.607107107913,-16.761549694859,3136.394322981793,-75.290604232863,2689.9536673619887,0.013801239456,2261.5600778561343,-146.474918271875,428.39437285604697,-146.48642865144097,685.635418331531,-52.241045311948,1530.864390384107,198.19654485214,1796.013577082096,-86.659657412169,2245.845382707604,215.569933388698,2,1,0,3;4;7;8;12;13;14,0.2801764499484658
-437.376384811307,-117.035393639589,-696.828317709526,-106.504857036739,-779.9907755507311,290.634765707955,-751.093134916019,395.426759776412,482.981576050691,675.0420130836001,1165.493417526086,1034.716441735191,1812.791259768127,1121.838387031046,2510.8984410328203,1069.38174817092,2700.493214928314,978.154068959482,3042.6268178810737,761.314258962962,3548.463826675266,729.5600672365221,3651.623087833281,292.909365260717,3587.79405808281,-16.761452807549,3136.549033268672,-75.29114312956101,2690.091355345528,0.014415619151,2261.683351920906,-146.484621772603,428.412224226638,-146.48669389459,685.672466310745,-52.240995913665,1530.941471550525,198.209616213535,1796.100674054449,-86.659581808293,2245.962500845945,215.584978713671,1,1,0,3;6;7;9;10;12;14,0.2532076492112056
-427.247167166045,-114.799176881218,-677.29070496415,-106.630888671045,-761.294057175362,32.217771125422,-776.3695361138911,291.882403648526,561.3388967709469,666.172309091634,1195.8895231273282,1027.994223517807,2021.4000229258645,1129.908585522872,2648.081612502469,1064.140370620719,2720.751860617181,1039.800471694735,3346.348259869766,774.598028813332,3749.0825460816463,731.972606944953,3847.277128636372,272.19647414315,3784.533230864868,-0.791347033152,3244.71505568062,-82.076525820724,2809.9999998175813,0.032018619004,2390.255317956507,-139.72990363939,419.756099416581,-139.727627427767,681.679890841026,-59.74714430194,1532.392444770828,183.633730799335,1812.36244945185,-97.181175008552,2361.2810695595062,199.25580515826,2,3,2,0;4;6;7;8;14,0.2245679830514888
-428.484590551811,-118.766464227414,-749.23154715783,-93.937986505163,-778.8225053415499,125.200729348076,-659.329953414012,428.595050877649,561.294052198879,666.1241757491259,1197.8572638012638,1033.4475244999371,2014.114353942996,1129.916971251633,2685.623538418938,1053.883923189447,2722.7450575362927,1040.449250372093,3346.719716283484,774.452686884293,3749.290505844479,731.752623455169,3853.96777071473,82.718953094697,3793.557976791945,-0.745338475749,3247.1943948982093,-80.343453096324,2809.86958176453,-0.0220662617169999,2387.745328322866,-139.72042710306602,422.117842262105,-139.71773190768,681.6248991583291,-59.747333667183,1532.267620354818,183.613315556656,1812.227351095968,-97.171523023326,2360.353846704367,199.988153988576,0,0,0,1;3;4;5;6;7;9;11;14,0.2311412816512832
-421.406552674327,-147.68879849578002,-742.533932496388,-128.893570346756,-787.24279715794,301.16882652203,-659.7843096820451,414.315155714594,556.102499449544,650.395140487237,1216.302912213723,1001.6107285730268,1851.603066737936,1076.2964273586751,2546.316978984927,1026.3319384887,2596.7346476176776,1009.941540049657,3198.197826038016,720.760185407457,3727.370241462086,700.015775809892,3852.403588095404,108.3998363623,3789.33422856091,-23.839563437128003,3248.1455696474486,-85.51839532465901,2809.86958176453,-0.0220662617169999,2397.3165575911903,-170.888874283107,412.54594272811903,-170.883904966367,668.841948715498,-88.27629518558399,1524.047755864727,147.169253222456,1843.801407664592,-105.5648750653,2323.438051535264,193.480287712987,1,0,3,0;1;2;3;6;7;10;11;12;13;14,0.2529130123907937
-428.12785363304,-119.308462973181,-742.357480933856,-90.239261165471,-776.592401225949,150.64496405654802,-775.8572069415491,304.241310490771,561.6575502884469,664.942288210999,1197.513467266628,1031.371869098504,2120.765211525165,1129.266621932234,2758.418435705441,1062.519804432585,2827.23062673546,1042.665724799446,3456.544343520436,772.667964731655,3862.867649326089,728.491037696255,3968.772663852228,104.495940024606,3920.719863291422,0.5320875890210001,3356.71166983884,-82.34822136355601,2919.96381571709,-0.011836250395,2493.110151785936,-123.801649975134,421.021919920887,-142.36752206731302,681.622522397089,-60.985157329032,1532.3802110632948,182.088576571641,1825.231820254405,-98.771049017106,2479.184590526848,232.897926520307,0,2,1,0;1;2;3;4;5;6;7;8;10;11;12;13,0.2279155218468901
-446.39190565666496,-122.986717607378,-834.962885613338,-78.937010968591,-861.484414571436,166.265380719555,-810.675261822682,404.009356204309,611.5348897188841,685.30104952569,1289.4002823257229,1063.467112686036,2133.389149746965,1164.911156757461,2900.269037795949,1107.694791451185,2978.648907105638,1089.431745113289,3676.77002561311,794.583314348479,4127.582644523602,737.184495794455,4203.521249452874,151.75232136452797,4167.0112206014,7.859342805007,3562.369848993098,-73.081116904751,3105.152525789026,0.020083534982,2658.703350359964,-122.75857870865,441.171652640795,-140.56684904277898,779.049242375066,-43.97778675657701,1619.528674959527,212.794075205512,1888.30211300622,-78.53259122878801,2573.529045568594,233.258406972351,3,2,0,5;6;14,0.2174642360584579
-446.0484460958641,-124.037630623154,-768.828560578273,-96.426334771263,-861.390649710286,166.910339265245,-817.680811394718,390.719120939893,611.4621458846981,685.225787371138,1289.247693433118,1063.3487981413282,2161.944824564613,1165.780853439647,2914.389745131786,1107.14374636334,2978.123957204106,1089.479543184235,3675.779820578741,794.5495023381301,4127.099637301644,737.103046874297,4203.02829527194,149.337255122263,4176.159833261264,20.877409052999,3562.103801165279,-72.14627004333201,3104.78908110444,0.018796926896,2658.386866758356,-122.739555546791,441.12478037443,-140.547067613492,778.956137831502,-43.968018220884005,1619.345805283134,212.773582769334,1888.07910019686,-78.51320922504,2573.226058292936,233.237604261239,2,1,1,3;4;9,0.2196825550488562
-437.346133543014,-133.245695944746,-731.6799424398181,-105.358541624209,-790.000000004767,150.709442896547,-735.106322699395,402.265382985792,597.894545663336,663.107770327475,1264.760696063177,1034.258945660516,1993.446860998065,1121.600000001451,2739.172761649856,1069.373758613269,2855.145817568758,1038.408136164489,3426.93236821535,766.3107833479879,3886.302706870985,707.766335767435,3975.781825558348,279.013673272327,3914.398738430093,-14.651629899895,3365.969658958972,-100.683262267577,2920.0,-0.0,2488.752442289292,-151.827533673485,431.24966496337504,-151.821548147158,747.164039385865,-61.41898168927,1590.3424546926458,191.548481115205,1900.280359821583,-93.326718032604,2495.558514326556,212.165904585756,1,1,4,3;4;6;8;10;12;13;14,0.2207528816758394
-440.10375792347503,-104.790786313058,-746.801274705685,-63.047426429186,-790.0513035207,290.28669055741904,-757.653623439425,428.275733170604,621.4102084912751,702.588956315632,1269.826542387257,1061.530023554004,2043.4377680119,1142.415384622837,2786.571295481668,1082.66018264676,2849.84247837218,1065.679976642884,3427.975229508658,789.7284828685271,3872.430855199412,745.825539254476,3975.1452373905818,289.985354891951,3914.019948195466,9.784666798326,3366.42477491257,-72.627850957433,2919.884015612324,-0.007076257396,2490.776827159094,-143.32297716248698,429.140967256758,-143.214722903786,748.015848780325,-37.28062989392,1590.964209584571,215.801521588074,1879.037719989342,-66.58613825913099,2494.4989013102822,237.257012436148,0,1,3,0;3;6;7;9;10;13,0.22028283217007
-421.844200792155,-157.926161616727,-915.1220718664848,-149.205987140516,-966.464100840254,114.961280678728,-925.438609700779,288.086365682,515.928337905946,619.407278334815,1221.422628362528,931.503358371494,1698.525390623064,987.359131162698,2333.7235631516432,929.106526402575,2779.745355087815,987.51946029741,3218.72388001075,716.65748105607,3631.854650230256,642.614594774447,3716.968809242669,186.330836590566,3618.092766007593,-2.660637668488,3185.151206538044,-66.45746387730401,2739.945540162408,1.990449838094,2313.561087251362,-143.23179563659798,422.614086352957,-155.85421483238602,822.9078180657759,-67.52049386331201,1709.6332012157209,119.403858494968,2012.5778260029351,-72.70450141738199,2256.73234497082,214.286789188899,0,0,0,0;5;6;9,0.5460336709733534
-438.768515134783,-135.666187764648,-725.9357485811549,-117.30907283026,-854.814372554908,63.51001829612101,-786.351315267626,408.878835566846,541.01518580477,665.148935037136,1170.853738220498,991.961794265702,1923.388306080281,1098.449826822266,2523.5683404567258,1042.898113181056,2703.632739505076,984.928826910505,3137.79062719524,775.49953633127,3703.350106412912,712.132178207401,3843.0357229032647,224.485405006708,3691.875228773676,3.894390167956,3202.3301864186183,-124.351328686635,2760.223977834286,0.0079279345029999,2329.216871681332,-158.598499494624,431.398991657236,-157.53740626687602,695.0573356130781,-64.49378481210199,1543.792583195616,181.553398336194,1827.263670273632,-89.013744080746,2280.634395506999,208.98399980234,2,5,2,0;3;7;8;13,0.2204200710164583
-438.194425388122,-135.993325020087,-725.904603072555,-119.312159588931,-854.7520815377089,61.511393329581,-786.320169759027,406.875748808175,565.878320010322,681.627621375269,1183.080089948645,995.65220675889,1845.178222527571,1095.020847383067,2582.607420158971,1018.82384491508,2643.671260051714,1001.6781053674132,3330.884620547244,757.816161867355,3701.201727810798,716.3155829595261,3843.0357229032647,268.142253294442,3692.013809966028,7.889976671213,3202.837685220794,-120.829338357047,2760.223977834286,0.0079279345029999,2329.2957104286984,-157.501967761176,430.928152965908,-157.510208788621,694.3420097870841,-63.824139319180006,1544.6106978614591,183.102272684489,1852.43041626823,-85.954569677907,2334.54283665075,199.642404188988,0,0,1,6;7;9;13,0.2187703931757003
-447.286392300966,-146.321849709916,-753.88197274428,-105.181602006162,-841.0000000050641,145.455976212265,-788.176656688161,389.815483173307,607.21206662542,669.688170437344,1259.720836528754,1032.35563311524,2164.810302891044,1136.568335326404,2868.898925724579,1078.835204821804,3015.514628094214,1037.105402667482,3658.568247867215,758.5407777669369,4110.143733361659,708.1371384236639,4221.641713864565,203.045992702126,4130.568839362088,-34.425362888456,3537.654732880608,-105.408901172352,3079.0,0.0,2633.201185102616,-150.79329254390998,445.8014124410721,-150.78561305936898,759.0671100527189,-72.835159961119,1592.688441478187,192.00701992733,1910.272157715565,-104.60324757565,2587.590498363284,214.244416391494,1,1,1,0;1;2;4;7;14,0.2069583404785568
-441.909972489068,-106.874005343679,-833.951347628318,-46.663254235428,-840.715743320557,189.259784466532,-745.882979662804,463.422976386122,533.595687602208,700.5221770994871,1222.432009821306,1077.606196923909,2010.1559821799765,1163.5141892855909,2720.8408173515427,1114.596667395852,2799.367661076164,1092.121663263972,3465.353433141183,790.2464072669981,3888.791648185736,753.882804709256,4026.501429639142,217.62551566878,3981.481101731638,38.199446443014,3324.050009574909,-63.318312755753006,2873.832460529949,0.01126434246,2441.107583495712,-139.47227446837502,432.725155409069,-139.482675195475,712.18117406743,-39.864090612749,1539.877721699508,231.11176760577305,1825.968224348202,-74.777832897916,2392.606258020634,242.495714919582,0,4,0,0;1;3;5;7;8;10;13,0.2114474866677826
-479.990060148281,-212.426521937779,-810.886448036241,-207.240737296663,-885.939515948999,-1.4553078804889998,-841.130439600562,410.250214871041,528.871615648187,636.798586122964,1236.063140418285,1005.2686122384008,2079.390625310283,1111.750000001486,2945.98230224953,1048.349090012294,3092.447593755821,1018.8870555106092,3762.709473214481,723.244355300642,4299.331171645084,622.9771826481,4422.575713115402,239.031279930703,4419.321960336159,-36.588510902624,3666.3845006049537,-224.666042493117,3191.999999999998,0.0,2716.7213737410057,-222.768293267013,475.268867159837,-222.789113226696,729.7133669028119,-105.002560867664,1572.5177089084,148.591464392492,1982.3137855493549,-162.888075866948,2592.601994659042,161.45477119722202,2,4,2,0;3;4;5;7;8;10;13,0.2274201008262288
-423.003446206071,-173.48964741001,-698.2237554108959,-154.342323851823,-795.6689701540231,51.775253367496,-790.539559347363,279.158692403223,558.694839582514,619.752988777834,1219.9778034557871,983.09067275388,1934.430907673844,1092.113246457267,2653.806214975262,1024.4017932206132,2754.461167397609,995.797144443825,3391.895037928868,746.511853297236,3782.301641951302,699.3589392816219,3845.836894349008,149.592488174614,3522.953570530356,-82.552985079042,3257.404344523633,-133.071456941419,2819.999999999999,0.0,2409.512465707726,-201.322024257934,410.488081553814,-201.320908409762,695.8778614167969,-101.639239957616,1541.163230603198,151.26314610095602,1827.948830732177,-143.983499389304,2369.917682832134,163.794680886775,0,0,2,0;1;2;4;5;6;7;8;11;13;14,0.2254498524117399
-421.063726345567,-123.805497694135,-855.802275091563,-105.689983998953,-875.4415390484161,208.8306646906,-807.892822973128,379.164886981268,276.431242063542,643.5986997444741,956.848598336624,1018.435334388386,1859.8091434827231,1125.750000001444,2463.9753366585187,1077.6846249120551,2547.4977677429342,1054.278337351422,3245.079265148354,779.2973194753749,3595.776596621351,737.012040321224,3753.665384412904,160.044819366795,3655.3105439343262,4.094980491731,3081.14922582019,-87.14417037070001,2650.999999999999,0.0,2240.7354718198008,-155.902148222488,410.258065831672,-155.919153163946,504.963888501245,-72.155855315625,1337.611603336571,194.810202917652,1626.0850104600072,-99.893750120863,2197.6889208160387,220.291135847443,0,4,0,2;5;6;7;10;12;13,0.229711949937679
-460.611476162112,-201.544835092875,-837.216624211754,-127.514114158388,-870.0000000047489,49.702418117144,-869.823389841286,300.44143456744,270.300995703537,717.9345669189589,1224.2453201612,1179.734372496228,1857.6670425962668,1257.950000001615,2738.7075163411228,1169.741439942185,2864.736818828558,1141.5829522024849,3678.624610079398,890.367222988269,3841.85654382084,870.274029583789,3877.818148814833,183.09592267788287,3845.818352953471,-62.714989975391006,3374.053478030496,-146.18756376526,2892.999999999999,0.0,2432.049260868782,-200.76769814699887,460.949746685418,-200.769976728367,694.765479142322,5.226971802154,1479.079039138582,321.562202017831,1788.131063613957,-65.14899371067399,2324.9986509756623,313.131812098308,0,7,1,0;4;5;6;8;9;11;14,0.2226041116727033
-537.4983488236201,-172.52070801446,-856.4150390000001,-141.23999,-865.014038,130.039978,-824.483032,572.880005,816.559937,785.302002,1484.76001,1174.140991,2300.318056783112,1275.707947,3393.209717,1207.667908,3620.219970999999,1114.13501,4143.280029,831.723999,4800.950195000001,694.973023,4902.773733040262,160.595527974869,4794.19043,-65.580017,4100.054433945586,-148.045096380888,3555.29006398101,-0.059790018981,3025.936559259985,-196.153483751054,524.795667047268,-207.984079992533,1080.869873000001,3.0,1870.619873,313.630005,2333.229981,-9.0,3009.300049000001,311.03003,1,5,2,0;1;2;3;4;5;6;8;9;10;11;14,0.2546854844770263
-535.2479241718449,-172.90396842262302,-855.221039000001,-142.11010800000005,-864.940064000001,136.040039,-825.218048,575.799804,820.159850999999,784.330078,1481.329773,1168.153807999999,2461.949890000001,1289.713867,3541.005361690274,1219.604431387446,3839.700134000002,1115.908935,4364.160095000001,831.2768550000001,5023.030211999999,694.5898430000001,5122.970154000001,149.245189880406,5020.2099,-61.979981,4318.31376078433,-147.166869209423,3775.4269462479183,0.006597247917,3248.1657560971644,-195.9060363094,522.6048545687611,-208.01511629620904,1080.889831000001,3.0,1870.639831,313.62988199999904,2623.289978000001,-9.0,3229.360046,311.029785,4,4,0,0;2;4;5;6;9;10;12;14,0.2565418994640894
-528.163750663674,-147.758253370504,-887.303955000001,-122.420044,-941.052002,178.61313751945502,-850.120117,577.001953,655.959960999999,736.653931,1390.550049,1129.025879,2277.229981,1228.960938,3131.570067999998,1156.937989,3278.079834,1102.026856,3868.499756,830.90503,4436.130127,704.3950199999999,4604.130126999999,231.389893,4474.5300290000005,-42.510009,3825.191985645574,-140.84081126768498,3295.142341662658,0.002448662657,2779.769251862937,-187.560946658793,510.8526227906049,-199.547104068642,876.459961,-19.96997,1698.02002,257.179932,2104.090088,-58.010009,2725.119873000001,259.01001,0,0,3,1;2;3;4;5;6;7;8;10,0.2482699647392676
-461.0862677836,-206.487939353662,-883.639038,-152.60997900141902,-953.751953,198.664006998582,-931.257691,284.034978998582,618.289917000001,644.784063998582,1268.219971,984.823980998582,1998.99088383067,1065.900000001418,2690.366706015316,1006.273527421197,2881.629883,941.656987998581,3294.1301270000013,734.500982998582,3925.940185000001,659.323980998582,4073.00000000503,261.23085291698,3963.269775000001,-79.909998001418,3408.328439123088,-199.090220901604,2944.0,0.0,2496.210597418335,-233.928335976399,447.585543122425,-234.318153425926,771.139891999999,-97.239984001418,1613.7600100000009,155.46899999858198,1870.099853000001,-135.290003001418,2360.119872999999,137.92700799858102,0,1,0,1;2;3;5;6;7;10;13;14,0.2156381865523997
-442.888886432661,-215.994508387344,-785.084960999999,-143.51999500130398,-888.000000005247,122.328259911444,-824.436035,390.374017998696,597.103027,640.308953998696,1315.582886,1041.635003998696,2034.463012787175,1131.530023995009,2987.363304899606,1057.895354958152,3048.922974,1040.204949998696,3721.493042000001,748.6579529986959,4205.113159,688.6989689986959,4357.682983,218.286981998696,4206.383179,-48.780004001304,3631.612122321304,-161.274749810698,3165.999999999999,0.0,2718.0305496850046,-205.250006001304,447.9694503149941,-205.250006001304,779.922974000001,-90.269995001304,1610.0531010000002,177.44799199869598,1978.043091000001,-129.650000001304,2611.053101000001,179.35503599869602,0,1,0,2;4;5;8;10;14,0.1970518305853609
-441.2073015366181,-216.345790132293,-785.046997,-143.519995000373,-887.958984,135.509972999628,-823.88208,388.803979999628,599.5,640.487023999627,1315.239991,1041.015954999627,2156.882324301937,1132.270537438621,2837.130843285578,1063.751281428521,2919.98997247588,1039.322005197432,3591.340088000002,748.6149539996279,4072.7102049461178,688.962975999335,4227.829833982131,209.139978821216,4074.289795,-49.220007000372,3501.202221773456,-155.321834429949,3035.0,0.0,2588.476919592013,-205.150000000373,446.523080407987,-205.150000000373,779.890014999999,-90.269995000373,1609.989991,177.43001699962798,1871.959960999999,-128.160009000373,2480.939942000001,179.339990999628,1,2,0,1;3;4;5;6;7;9;10;11,0.1962777215218201
-441.136092591833,-214.278114524818,-911.983428682278,-201.480751044435,-1029.466555793205,-125.414882682424,-864.893575793175,438.434831536406,230.954735712868,670.983575363775,1001.4827824781628,1029.0299881732922,1848.833984843701,1139.434249771258,2613.356687606625,1065.742666121372,2787.459722135336,1026.979733715781,3541.4676345246253,785.158260408545,3954.458025583324,747.906095207876,4102.000000005133,82.408172607422,4002.686771651222,-46.200308924952,3311.687389737318,-119.32170714668,2835.999999999999,0.0,2372.258188997756,-159.560945346478,446.403281006511,-203.077013120943,537.43620436019,-78.403498994259,1357.762838081301,202.699137200497,1711.364195458805,-88.788464497342,2322.473226661065,205.904719015884,2,0,0,1;4;5;7;8;10;13,0.2135217980970135
-398.733556557766,-109.668306532462,-521.393114661332,-112.180493215276,-702.979220596463,-32.660107001170005,-642.142428596464,375.77397499883,19.605557403537,668.283007998829,790.437527403537,1116.19706999883,1423.225830158754,1191.245021166159,2033.607693403535,1155.74199199883,2238.207547403537,1081.231737998829,2526.417386403536,751.70878899883,2762.527737403536,557.048876998829,2844.32030610946,139.402587987232,2777.827621011587,-21.690102291089,2713.7745968460968,-38.174179429791,2302.0,0.0,1908.803611891156,-128.11005800117002,393.196388108844,-128.11005800117002,465.997586403536,-17.23017600117,1256.637601403536,292.34282199883,1612.6675084035369,-53.61005800117,1930.1574984035376,288.50175799883,0,1,1,2;3;4;7;8;9;11;13,0.3629203405535066
